name,datetime,department_id,job_id
Michael Hunter,2002-05-29 12:09:16.030930,8,4
William James,2008-06-10 18:30:46.169173,8,2
Samuel Brady,2007-06-13 03:59:12.591295,4,5
Sheena Fernandez,1993-02-12 13:32:21.164835,4,8
Mr. Michael Kirk,2009-09-01 06:20:43.297021,1,10
Amanda Burke,1985-12-31 11:05:55.739058,1,6
Krista Booth,1982-11-04 00:47:58.903965,9,8
Krista Quinn,1992-05-16 19:51:09.706709,2,2
Scott Nelson,1980-08-11 04:06:40.499853,9,1
Mr. Justin Garner,2019-08-13 01:26:15.091872,7,10
Teresa Rivera,1990-11-01 02:33:36.767264,4,3
Clinton Lewis,2022-03-24 03:44:47.472574,1,1
Amanda Tucker,2011-11-02 12:35:07.199188,4,10
Timothy Anderson,2017-05-05 03:07:34.861069,3,5
Bryan Brown,1977-07-05 17:13:51.275627,2,6
Benjamin Barber,2016-09-10 18:24:48.073521,6,5
Ernest Carroll,1984-07-23 18:17:47.481074,4,1
